_id,dayIndex,periodIndex,fromTime,toTime,klassId,schoolId,academicYearId
596393970148403c09510021,3,4,11:15,12,596393970148403c09543001,596393970148403c09541001,596393970148403c09550001
596393970148403c09510022,4,4,11:15,12,596393970148403c09543001,596393970148403c09541001,596393970148403c09550001
596393970148403c09510023,5,4,11:15,12,596393970148403c09543001,596393970148403c09541001,596393970148403c09550001
596393970148403c09510024,6,4,11:15,12,596393970148403c09543001,596393970148403c09541001,596393970148403c09550001
596393970148403c09510025,1,5,1:00,13.45,596393970148403c09543001,596393970148403c09541001,596393970148403c09550001
596393970148403c09510026,2,5,1:00,13.45,596393970148403c09543001,596393970148403c09541001,596393970148403c09550001
596393970148403c09510027,3,5,1:00,13.45,596393970148403c09543001,596393970148403c09541001,596393970148403c09550001
596393970148403c09510028,4,5,1:00,13.45,596393970148403c09543001,596393970148403c09541001,596393970148403c09550001
596393970148403c09510029,5,5,1:00,13.45,596393970148403c09543001,596393970148403c09541001,596393970148403c09550001
596393970148403c09510030,6,5,1:00,13.45,596393970148403c09543001,596393970148403c09541001,596393970148403c09550001
596393970148403c09510031,1,6,13.45,14:30,596393970148403c09543001,596393970148403c09541001,596393970148403c09550001
596393970148403c09510032,2,6,13.45,14:30,596393970148403c09543001,596393970148403c09541001,596393970148403c09550001
596393970148403c09510033,3,6,13.45,14:30,596393970148403c09543001,596393970148403c09541001,596393970148403c09550001
596393970148403c09510034,4,6,13.45,14:30,596393970148403c09543001,596393970148403c09541001,596393970148403c09550001
596393970148403c09510035,5,6,13.45,14:30,596393970148403c09543001,596393970148403c09541001,596393970148403c09550001
596393970148403c09510036,6,6,13.45,14:30,596393970148403c09543001,596393970148403c09541001,596393970148403c09550001
596393970148403c09510037,1,7,14:30,15:15,596393970148403c09543001,596393970148403c09541001,596393970148403c09550001
596393970148403c09510038,2,7,14:30,15:15,596393970148403c09543001,596393970148403c09541001,596393970148403c09550001
596393970148403c09510039,3,7,14:30,15:15,596393970148403c09543001,596393970148403c09541001,596393970148403c09550001
596393970148403c09510040,4,7,14:30,15:15,596393970148403c09543001,596393970148403c09541001,596393970148403c09550001
596393970148403c09510041,5,7,14:30,15:15,596393970148403c09543001,596393970148403c09541001,596393970148403c09550001
596393970148403c09510042,6,7,14:30,15:15,596393970148403c09543001,596393970148403c09541001,596393970148403c09550001
596393970148403c09510043,1,8,15:15,16:00,596393970148403c09543001,596393970148403c09541001,596393970148403c09550001
596393970148403c09510044,2,8,15:15,16:00,596393970148403c09543001,596393970148403c09541001,596393970148403c09550001
596393970148403c09510045,3,8,15:15,16:00,596393970148403c09543001,596393970148403c09541001,596393970148403c09550001
596393970148403c09510046,4,8,15:15,16:00,596393970148403c09543001,596393970148403c09541001,596393970148403c09550001
596393970148403c09510047,5,8,15:15,16:00,596393970148403c09543001,596393970148403c09541001,596393970148403c09550001
596393970148403c09510048,6,8,15:15,16:00,596393970148403c09543001,596393970148403c09541001,596393970148403c09550001
596393970148403c09510049,1,1,9:00,9:45,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510050,2,1,9:00,9:45,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510051,3,1,9:00,9:45,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510052,4,1,9:00,9:45,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510053,5,1,9:00,9:45,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510054,6,1,9:00,9:45,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510055,1,2,9:45,10:30,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510056,2,2,9:45,10:30,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510057,3,2,9:45,10:30,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510058,4,2,9:45,10:30,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510059,5,2,9:45,10:30,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510060,6,2,9:45,10:30,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510061,1,3,10:30,11.15,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510062,2,3,10:30,11.15,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510063,3,3,10:30,11.15,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510064,4,3,10:30,11.15,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510065,5,3,10:30,11.15,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510066,6,3,10:30,11.15,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510067,1,4,11:15,12,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510068,2,4,11:15,12,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510069,3,4,11:15,12,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510070,4,4,11:15,12,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510071,5,4,11:15,12,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510072,6,4,11:15,12,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510073,1,5,1:00,13.45,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510074,2,5,1:00,13.45,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510075,3,5,1:00,13.45,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510076,4,5,1:00,13.45,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510077,5,5,1:00,13.45,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510078,6,5,1:00,13.45,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510079,1,6,13.45,14:30,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510080,2,6,13.45,14:30,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510081,3,6,13.45,14:30,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510082,4,6,13.45,14:30,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510083,5,6,13.45,14:30,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510084,6,6,13.45,14:30,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510085,1,7,14:30,15:15,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510086,2,7,14:30,15:15,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510087,3,7,14:30,15:15,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510088,4,7,14:30,15:15,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510089,5,7,14:30,15:15,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510090,6,7,14:30,15:15,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510091,1,8,15:15,16:00,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510092,2,8,15:15,16:00,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510093,3,8,15:15,16:00,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510094,4,8,15:15,16:00,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510095,5,8,15:15,16:00,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510096,6,8,15:15,16:00,596393970148403c09543002,596393970148403c09541001,596393970148403c09550001
596393970148403c09510097,1,1,9:00,9:45,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510098,2,1,9:00,9:45,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510099,3,1,9:00,9:45,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510100,4,1,9:00,9:45,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510101,5,1,9:00,9:45,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510102,6,1,9:00,9:45,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510103,1,2,9:45,10:30,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510104,2,2,9:45,10:30,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510105,3,2,9:45,10:30,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510106,4,2,9:45,10:30,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510107,5,2,9:45,10:30,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510108,6,2,9:45,10:30,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510109,1,3,10:30,11.15,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510110,2,3,10:30,11.15,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510111,3,3,10:30,11.15,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510112,4,3,10:30,11.15,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510113,5,3,10:30,11.15,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510114,6,3,10:30,11.15,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510115,1,4,11:15,12,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510116,2,4,11:15,12,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510117,3,4,11:15,12,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510118,4,4,11:15,12,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510119,5,4,11:15,12,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510120,6,4,11:15,12,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510121,1,5,1:00,13.45,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510122,2,5,1:00,13.45,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510123,3,5,1:00,13.45,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510124,4,5,1:00,13.45,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510125,5,5,1:00,13.45,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510126,6,5,1:00,13.45,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510127,1,6,13.45,14:30,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510128,2,6,13.45,14:30,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510129,3,6,13.45,14:30,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510130,4,6,13.45,14:30,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510131,5,6,13.45,14:30,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510132,6,6,13.45,14:30,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510133,1,7,14:30,15:15,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510134,2,7,14:30,15:15,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510135,3,7,14:30,15:15,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510136,4,7,14:30,15:15,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510137,5,7,14:30,15:15,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510138,6,7,14:30,15:15,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510139,1,8,15:15,16:00,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510140,2,8,15:15,16:00,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510141,3,8,15:15,16:00,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510142,4,8,15:15,16:00,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510143,5,8,15:15,16:00,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510144,6,8,15:15,16:00,596393970148403c09543003,596393970148403c09541001,596393970148403c09550001
596393970148403c09510145,1,1,9:00,9:45,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510146,2,1,9:00,9:45,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510147,3,1,9:00,9:45,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510148,4,1,9:00,9:45,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510149,5,1,9:00,9:45,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510150,6,1,9:00,9:45,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510151,1,2,9:45,10:30,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510152,2,2,9:45,10:30,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510153,3,2,9:45,10:30,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510154,4,2,9:45,10:30,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510155,5,2,9:45,10:30,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510156,6,2,9:45,10:30,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510157,1,3,10:30,11.15,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510158,2,3,10:30,11.15,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510159,3,3,10:30,11.15,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510160,4,3,10:30,11.15,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510161,5,3,10:30,11.15,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510162,6,3,10:30,11.15,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510163,1,4,11:15,12,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510164,2,4,11:15,12,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510165,3,4,11:15,12,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510166,4,4,11:15,12,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510167,5,4,11:15,12,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510168,6,4,11:15,12,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510169,1,5,1:00,13.45,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510170,2,5,1:00,13.45,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510171,3,5,1:00,13.45,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510172,4,5,1:00,13.45,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510173,5,5,1:00,13.45,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510174,6,5,1:00,13.45,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510175,1,6,13.45,14:30,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510176,2,6,13.45,14:30,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510177,3,6,13.45,14:30,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510178,4,6,13.45,14:30,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510179,5,6,13.45,14:30,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510180,6,6,13.45,14:30,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510181,1,7,14:30,15:15,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510182,2,7,14:30,15:15,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510183,3,7,14:30,15:15,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510184,4,7,14:30,15:15,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510185,5,7,14:30,15:15,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510186,6,7,14:30,15:15,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510187,1,8,15:15,16:00,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510188,2,8,15:15,16:00,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510189,3,8,15:15,16:00,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510190,4,8,15:15,16:00,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510191,5,8,15:15,16:00,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510192,6,8,15:15,16:00,596393970148403c09543004,596393970148403c09541001,596393970148403c09550001
596393970148403c09510193,1,1,9:00,9:45,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510194,2,1,9:00,9:45,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510195,3,1,9:00,9:45,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510196,4,1,9:00,9:45,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510197,5,1,9:00,9:45,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510198,6,1,9:00,9:45,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510199,1,2,9:45,10:30,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510200,2,2,9:45,10:30,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510201,3,2,9:45,10:30,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510202,4,2,9:45,10:30,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510203,5,2,9:45,10:30,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510204,6,2,9:45,10:30,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510205,1,3,10:30,11.15,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510206,2,3,10:30,11.15,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510207,3,3,10:30,11.15,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510208,4,3,10:30,11.15,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510209,5,3,10:30,11.15,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510210,6,3,10:30,11.15,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510211,1,4,11:15,12,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510212,2,4,11:15,12,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510213,3,4,11:15,12,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510214,4,4,11:15,12,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510215,5,4,11:15,12,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510216,6,4,11:15,12,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510217,1,5,1:00,13.45,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510218,2,5,1:00,13.45,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510219,3,5,1:00,13.45,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510220,4,5,1:00,13.45,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510221,5,5,1:00,13.45,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510222,6,5,1:00,13.45,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510223,1,6,13.45,14:30,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510224,2,6,13.45,14:30,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510225,3,6,13.45,14:30,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510226,4,6,13.45,14:30,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510227,5,6,13.45,14:30,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510228,6,6,13.45,14:30,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510229,1,7,14:30,15:15,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510230,2,7,14:30,15:15,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510231,3,7,14:30,15:15,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510232,4,7,14:30,15:15,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510233,5,7,14:30,15:15,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510234,6,7,14:30,15:15,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510235,1,8,15:15,16:00,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510236,2,8,15:15,16:00,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510237,3,8,15:15,16:00,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510238,4,8,15:15,16:00,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510239,5,8,15:15,16:00,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510240,6,8,15:15,16:00,596393970148403c09543005,596393970148403c09541001,596393970148403c09550001
596393970148403c09510241,1,1,9:00,9:45,596393970148403c09543006,596393970148403c09541001,596393970148403c09550001
596393970148403c09510242,2,1,9:00,9:45,596393970148403c09543006,596393970148403c09541001,596393970148403c09550001
596393970148403c09510243,3,1,9:00,9:45,596393970148403c09543006,596393970148403c09541001,596393970148403c09550001
596393970148403c09510244,4,1,9:00,9:45,596393970148403c09543006,596393970148403c09541001,596393970148403c09550001
596393970148403c09510245,5,1,9:00,9:45,596393970148403c09543006,596393970148403c09541001,596393970148403c09550001
596393970148403c09510246,6,1,9:00,9:45,596393970148403c09543006,596393970148403c09541001,596393970148403c09550001
596393970148403c09510247,1,2,9:45,10:30,596393970148403c09543006,596393970148403c09541001,596393970148403c09550001
596393970148403c09510248,2,2,9:45,10:30,596393970148403c09543006,596393970148403c09541001,596393970148403c09550001
596393970148403c09510249,3,2,9:45,10:30,596393970148403c09543006,596393970148403c09541001,596393970148403c09550001
596393970148403c09510250,4,2,9:45,10:30,596393970148403c09543006,596393970148403c09541001,596393970148403c09550001
596393970148403c09510251,5,2,9:45,10:30,596393970148403c09543006,596393970148403c09541001,596393970148403c09550001
596393970148403c09510252,6,2,9:45,10:30,596393970148403c09543006,596393970148403c09541001,596393970148403c09550001
596393970148403c09510253,1,3,10:30,11.15,596393970148403c09543006,596393970148403c09541001,596393970148403c09550001
596393970148403c09510254,2,3,10:30,11.15,596393970148403c09543006,596393970148403c09541001,596393970148403c09550001
596393970148403c09510255,3,3,10:30,11.15,596393970148403c09543006,596393970148403c09541001,596393970148403c09550001
596393970148403c09510256,4,3,10:30,11.15,596393970148403c09543006,596393970148403c09541001,596393970148403c09550001
596393970148403c09510257,5,3,10:30,11.15,596393970148403c09543006,596393970148403c09541001,596393970148403c09550001
596393970148403c09510258,6,3,10:30,11.15,596393970148403c09543006,596393970148403c09541001,596393970148403c09550001
596393970148403c09510259,1,4,11:15,12,596393970148403c09543006,596393970148403c09541001,596393970148403c09550001
596393970148403c09510260,2,4,11:15,12,596393970148403c09543006,596393970148403c09541001,596393970148403c09550001
596393970148403c09510261,3,4,11:15,12,596393970148403c09543006,596393970148403c09541001,596393970148403c09550001
596393970148403c09510262,4,4,11:15,12,596393970148403c09543006,596393970148403c09541001,596393970148403c09550001
596393970148403c09510263,5,4,11:15,12,596393970148403c09543006,596393970148403c09541001,596393970148403c09550001
596393970148403c09510264,6,4,11:15,12,596393970148403c09543006,596393970148403c09541001,596393970148403c09550001
596393970148403c09510265,1,5,1:00,13.45,596393970148403c09543006,596393970148403c09541001,596393970148403c09550001
596393970148403c09510266,2,5,1:00,13.45,596393970148403c09543006,596393970148403c09541001,596393970148403c09550001
596393970148403c09510267,3,5,1:00,13.45,596393970148403c09543006,596393970148403c09541001,596393970148403c09550001
596393970148403c09510268,4,5,1:00,13.45,596393970148403c09543006,596393970148403c09541001,596393970148403c09550001
596393970148403c09510269,5,5,1:00,13.45,596393970148403c09543006,596393970148403c09541001,596393970148403c09550001
