_id,klassSectionId,klassPeriodId,klassSectionSubjectId,schoolId,academicYearId
596393970148403c09513026,596393970148403c09544001,596393970148403c09510026,596393970148403c09549002,596393970148403c09541001,596393970148403c09550001
596393970148403c09513027,596393970148403c09544001,596393970148403c09510027,596393970148403c09549003,596393970148403c09541001,596393970148403c09550001
596393970148403c09513028,596393970148403c09544001,596393970148403c09510028,596393970148403c09549004,596393970148403c09541001,596393970148403c09550001
596393970148403c09513029,596393970148403c09544001,596393970148403c09510029,596393970148403c09549005,596393970148403c09541001,596393970148403c09550001
596393970148403c09513030,596393970148403c09544001,596393970148403c09510030,596393970148403c09549006,596393970148403c09541001,596393970148403c09550001
596393970148403c09513031,596393970148403c09544001,596393970148403c09510031,596393970148403c09549007,596393970148403c09541001,596393970148403c09550001
596393970148403c09513032,596393970148403c09544001,596393970148403c09510032,596393970148403c09549008,596393970148403c09541001,596393970148403c09550001
596393970148403c09513033,596393970148403c09544001,596393970148403c09510033,596393970148403c09549001,596393970148403c09541001,596393970148403c09550001
596393970148403c09513034,596393970148403c09544001,596393970148403c09510034,596393970148403c09549002,596393970148403c09541001,596393970148403c09550001
596393970148403c09513035,596393970148403c09544001,596393970148403c09510035,596393970148403c09549003,596393970148403c09541001,596393970148403c09550001
596393970148403c09513036,596393970148403c09544001,596393970148403c09510036,596393970148403c09549004,596393970148403c09541001,596393970148403c09550001
596393970148403c09513037,596393970148403c09544001,596393970148403c09510037,596393970148403c09549005,596393970148403c09541001,596393970148403c09550001
596393970148403c09513038,596393970148403c09544001,596393970148403c09510038,596393970148403c09549006,596393970148403c09541001,596393970148403c09550001
596393970148403c09513039,596393970148403c09544001,596393970148403c09510039,596393970148403c09549007,596393970148403c09541001,596393970148403c09550001
596393970148403c09513040,596393970148403c09544001,596393970148403c09510040,596393970148403c09549008,596393970148403c09541001,596393970148403c09550001
596393970148403c09513041,596393970148403c09544001,596393970148403c09510041,596393970148403c09549001,596393970148403c09541001,596393970148403c09550001
596393970148403c09513042,596393970148403c09544001,596393970148403c09510042,596393970148403c09549002,596393970148403c09541001,596393970148403c09550001
596393970148403c09513043,596393970148403c09544001,596393970148403c09510043,596393970148403c09549003,596393970148403c09541001,596393970148403c09550001
596393970148403c09513044,596393970148403c09544001,596393970148403c09510044,596393970148403c09549004,596393970148403c09541001,596393970148403c09550001
596393970148403c09513045,596393970148403c09544001,596393970148403c09510045,596393970148403c09549005,596393970148403c09541001,596393970148403c09550001
596393970148403c09513046,596393970148403c09544001,596393970148403c09510046,596393970148403c09549006,596393970148403c09541001,596393970148403c09550001
596393970148403c09513047,596393970148403c09544001,596393970148403c09510047,596393970148403c09549007,596393970148403c09541001,596393970148403c09550001
596393970148403c09513048,596393970148403c09544001,596393970148403c09510048,596393970148403c09549008,596393970148403c09541001,596393970148403c09550001
596393970148403c09513049,596393970148403c09544002,596393970148403c09510049,596393970148403c09549009,596393970148403c09541001,596393970148403c09550001
596393970148403c09513050,596393970148403c09544002,596393970148403c09510050,596393970148403c09549010,596393970148403c09541001,596393970148403c09550001
596393970148403c09513051,596393970148403c09544002,596393970148403c09510051,596393970148403c09549011,596393970148403c09541001,596393970148403c09550001
596393970148403c09513052,596393970148403c09544002,596393970148403c09510052,596393970148403c09549012,596393970148403c09541001,596393970148403c09550001
596393970148403c09513053,596393970148403c09544002,596393970148403c09510053,596393970148403c09549013,596393970148403c09541001,596393970148403c09550001
596393970148403c09513054,596393970148403c09544002,596393970148403c09510054,596393970148403c09549014,596393970148403c09541001,596393970148403c09550001
596393970148403c09513055,596393970148403c09544002,596393970148403c09510055,596393970148403c09549015,596393970148403c09541001,596393970148403c09550001
596393970148403c09513056,596393970148403c09544002,596393970148403c09510056,596393970148403c09549016,596393970148403c09541001,596393970148403c09550001
596393970148403c09513057,596393970148403c09544002,596393970148403c09510057,596393970148403c09549009,596393970148403c09541001,596393970148403c09550001
596393970148403c09513058,596393970148403c09544002,596393970148403c09510058,596393970148403c09549010,596393970148403c09541001,596393970148403c09550001
596393970148403c09513059,596393970148403c09544002,596393970148403c09510059,596393970148403c09549011,596393970148403c09541001,596393970148403c09550001
596393970148403c09513060,596393970148403c09544002,596393970148403c09510060,596393970148403c09549012,596393970148403c09541001,596393970148403c09550001
596393970148403c09513061,596393970148403c09544002,596393970148403c09510061,596393970148403c09549013,596393970148403c09541001,596393970148403c09550001
596393970148403c09513062,596393970148403c09544002,596393970148403c09510062,596393970148403c09549014,596393970148403c09541001,596393970148403c09550001
596393970148403c09513063,596393970148403c09544002,596393970148403c09510063,596393970148403c09549015,596393970148403c09541001,596393970148403c09550001
596393970148403c09513064,596393970148403c09544002,596393970148403c09510064,596393970148403c09549016,596393970148403c09541001,596393970148403c09550001
596393970148403c09513065,596393970148403c09544002,596393970148403c09510065,596393970148403c09549009,596393970148403c09541001,596393970148403c09550001
596393970148403c09513066,596393970148403c09544002,596393970148403c09510066,596393970148403c09549010,596393970148403c09541001,596393970148403c09550001
596393970148403c09513067,596393970148403c09544002,596393970148403c09510067,596393970148403c09549011,596393970148403c09541001,596393970148403c09550001
596393970148403c09513068,596393970148403c09544002,596393970148403c09510068,596393970148403c09549012,596393970148403c09541001,596393970148403c09550001
596393970148403c09513069,596393970148403c09544002,596393970148403c09510069,596393970148403c09549013,596393970148403c09541001,596393970148403c09550001
596393970148403c09513070,596393970148403c09544002,596393970148403c09510070,596393970148403c09549014,596393970148403c09541001,596393970148403c09550001
596393970148403c09513071,596393970148403c09544002,596393970148403c09510071,596393970148403c09549015,596393970148403c09541001,596393970148403c09550001
596393970148403c09513072,596393970148403c09544002,596393970148403c09510072,596393970148403c09549016,596393970148403c09541001,596393970148403c09550001
596393970148403c09513073,596393970148403c09544002,596393970148403c09510073,596393970148403c09549009,596393970148403c09541001,596393970148403c09550001
596393970148403c09513074,596393970148403c09544002,596393970148403c09510074,596393970148403c09549010,596393970148403c09541001,596393970148403c09550001
596393970148403c09513075,596393970148403c09544002,596393970148403c09510075,596393970148403c09549011,596393970148403c09541001,596393970148403c09550001
596393970148403c09513076,596393970148403c09544002,596393970148403c09510076,596393970148403c09549012,596393970148403c09541001,596393970148403c09550001
596393970148403c09513077,596393970148403c09544002,596393970148403c09510077,596393970148403c09549013,596393970148403c09541001,596393970148403c09550001
596393970148403c09513078,596393970148403c09544002,596393970148403c09510078,596393970148403c09549014,596393970148403c09541001,596393970148403c09550001
596393970148403c09513079,596393970148403c09544002,596393970148403c09510079,596393970148403c09549015,596393970148403c09541001,596393970148403c09550001
596393970148403c09513080,596393970148403c09544002,596393970148403c09510080,596393970148403c09549016,596393970148403c09541001,596393970148403c09550001
596393970148403c09513081,596393970148403c09544002,596393970148403c09510081,596393970148403c09549009,596393970148403c09541001,596393970148403c09550001
596393970148403c09513082,596393970148403c09544002,596393970148403c09510082,596393970148403c09549010,596393970148403c09541001,596393970148403c09550001
596393970148403c09513083,596393970148403c09544002,596393970148403c09510083,596393970148403c09549011,596393970148403c09541001,596393970148403c09550001
596393970148403c09513084,596393970148403c09544002,596393970148403c09510084,596393970148403c09549012,596393970148403c09541001,596393970148403c09550001
596393970148403c09513085,596393970148403c09544002,596393970148403c09510085,596393970148403c09549013,596393970148403c09541001,596393970148403c09550001
596393970148403c09513086,596393970148403c09544002,596393970148403c09510086,596393970148403c09549014,596393970148403c09541001,596393970148403c09550001
596393970148403c09513087,596393970148403c09544002,596393970148403c09510087,596393970148403c09549015,596393970148403c09541001,596393970148403c09550001
596393970148403c09513088,596393970148403c09544002,596393970148403c09510088,596393970148403c09549016,596393970148403c09541001,596393970148403c09550001
596393970148403c09513089,596393970148403c09544002,596393970148403c09510089,596393970148403c09549009,596393970148403c09541001,596393970148403c09550001
596393970148403c09513090,596393970148403c09544002,596393970148403c09510090,596393970148403c09549010,596393970148403c09541001,596393970148403c09550001
596393970148403c09513091,596393970148403c09544002,596393970148403c09510091,596393970148403c09549011,596393970148403c09541001,596393970148403c09550001
596393970148403c09513092,596393970148403c09544002,596393970148403c09510092,596393970148403c09549012,596393970148403c09541001,596393970148403c09550001
596393970148403c09513093,596393970148403c09544002,596393970148403c09510093,596393970148403c09549013,596393970148403c09541001,596393970148403c09550001
596393970148403c09513094,596393970148403c09544002,596393970148403c09510094,596393970148403c09549014,596393970148403c09541001,596393970148403c09550001
596393970148403c09513095,596393970148403c09544002,596393970148403c09510095,596393970148403c09549015,596393970148403c09541001,596393970148403c09550001
596393970148403c09513096,596393970148403c09544002,596393970148403c09510096,596393970148403c09549016,596393970148403c09541001,596393970148403c09550001
596393970148403c09513097,596393970148403c09544003,596393970148403c09510097,596393970148403c09549017,596393970148403c09541001,596393970148403c09550001
596393970148403c09513098,596393970148403c09544003,596393970148403c09510098,596393970148403c09549018,596393970148403c09541001,596393970148403c09550001
596393970148403c09513099,596393970148403c09544003,596393970148403c09510099,596393970148403c09549019,596393970148403c09541001,596393970148403c09550001
596393970148403c09513100,596393970148403c09544003,596393970148403c09510100,596393970148403c09549020,596393970148403c09541001,596393970148403c09550001
596393970148403c09513101,596393970148403c09544003,596393970148403c09510101,596393970148403c09549021,596393970148403c09541001,596393970148403c09550001
596393970148403c09513102,596393970148403c09544003,596393970148403c09510102,596393970148403c09549022,596393970148403c09541001,596393970148403c09550001
596393970148403c09513103,596393970148403c09544003,596393970148403c09510103,596393970148403c09549023,596393970148403c09541001,596393970148403c09550001
596393970148403c09513104,596393970148403c09544003,596393970148403c09510104,596393970148403c09549024,596393970148403c09541001,596393970148403c09550001
596393970148403c09513105,596393970148403c09544003,596393970148403c09510105,596393970148403c09549017,596393970148403c09541001,596393970148403c09550001
596393970148403c09513106,596393970148403c09544003,596393970148403c09510106,596393970148403c09549018,596393970148403c09541001,596393970148403c09550001
596393970148403c09513107,596393970148403c09544003,596393970148403c09510107,596393970148403c09549019,596393970148403c09541001,596393970148403c09550001
596393970148403c09513108,596393970148403c09544003,596393970148403c09510108,596393970148403c09549020,596393970148403c09541001,596393970148403c09550001
596393970148403c09513109,596393970148403c09544003,596393970148403c09510109,596393970148403c09549021,596393970148403c09541001,596393970148403c09550001
596393970148403c09513110,596393970148403c09544003,596393970148403c09510110,596393970148403c09549022,596393970148403c09541001,596393970148403c09550001
596393970148403c09513111,596393970148403c09544003,596393970148403c09510111,596393970148403c09549023,596393970148403c09541001,596393970148403c09550001
596393970148403c09513112,596393970148403c09544003,596393970148403c09510112,596393970148403c09549024,596393970148403c09541001,596393970148403c09550001
596393970148403c09513113,596393970148403c09544003,596393970148403c09510113,596393970148403c09549017,596393970148403c09541001,596393970148403c09550001
596393970148403c09513114,596393970148403c09544003,596393970148403c09510114,596393970148403c09549018,596393970148403c09541001,596393970148403c09550001
596393970148403c09513115,596393970148403c09544003,596393970148403c09510115,596393970148403c09549019,596393970148403c09541001,596393970148403c09550001
596393970148403c09513116,596393970148403c09544003,596393970148403c09510116,596393970148403c09549020,596393970148403c09541001,596393970148403c09550001
596393970148403c09513117,596393970148403c09544003,596393970148403c09510117,596393970148403c09549021,596393970148403c09541001,596393970148403c09550001
596393970148403c09513118,596393970148403c09544003,596393970148403c09510118,596393970148403c09549022,596393970148403c09541001,596393970148403c09550001
596393970148403c09513119,596393970148403c09544003,596393970148403c09510119,596393970148403c09549023,596393970148403c09541001,596393970148403c09550001
596393970148403c09513120,596393970148403c09544003,596393970148403c09510120,596393970148403c09549024,596393970148403c09541001,596393970148403c09550001
596393970148403c09513121,596393970148403c09544003,596393970148403c09510121,596393970148403c09549017,596393970148403c09541001,596393970148403c09550001
596393970148403c09513122,596393970148403c09544003,596393970148403c09510122,596393970148403c09549018,596393970148403c09541001,596393970148403c09550001
596393970148403c09513123,596393970148403c09544003,596393970148403c09510123,596393970148403c09549019,596393970148403c09541001,596393970148403c09550001
596393970148403c09513124,596393970148403c09544003,596393970148403c09510124,596393970148403c09549020,596393970148403c09541001,596393970148403c09550001
596393970148403c09513125,596393970148403c09544003,596393970148403c09510125,596393970148403c09549021,596393970148403c09541001,596393970148403c09550001
596393970148403c09513126,596393970148403c09544003,596393970148403c09510126,596393970148403c09549022,596393970148403c09541001,596393970148403c09550001
596393970148403c09513127,596393970148403c09544003,596393970148403c09510127,596393970148403c09549023,596393970148403c09541001,596393970148403c09550001
596393970148403c09513128,596393970148403c09544003,596393970148403c09510128,596393970148403c09549024,596393970148403c09541001,596393970148403c09550001
596393970148403c09513129,596393970148403c09544003,596393970148403c09510129,596393970148403c09549017,596393970148403c09541001,596393970148403c09550001
596393970148403c09513130,596393970148403c09544003,596393970148403c09510130,596393970148403c09549018,596393970148403c09541001,596393970148403c09550001
596393970148403c09513131,596393970148403c09544003,596393970148403c09510131,596393970148403c09549019,596393970148403c09541001,596393970148403c09550001
596393970148403c09513132,596393970148403c09544003,596393970148403c09510132,596393970148403c09549020,596393970148403c09541001,596393970148403c09550001
596393970148403c09513133,596393970148403c09544003,596393970148403c09510133,596393970148403c09549021,596393970148403c09541001,596393970148403c09550001
596393970148403c09513134,596393970148403c09544003,596393970148403c09510134,596393970148403c09549022,596393970148403c09541001,596393970148403c09550001
596393970148403c09513135,596393970148403c09544003,596393970148403c09510135,596393970148403c09549023,596393970148403c09541001,596393970148403c09550001
596393970148403c09513136,596393970148403c09544003,596393970148403c09510136,596393970148403c09549024,596393970148403c09541001,596393970148403c09550001
596393970148403c09513137,596393970148403c09544003,596393970148403c09510137,596393970148403c09549017,596393970148403c09541001,596393970148403c09550001
596393970148403c09513138,596393970148403c09544003,596393970148403c09510138,596393970148403c09549018,596393970148403c09541001,596393970148403c09550001
596393970148403c09513139,596393970148403c09544003,596393970148403c09510139,596393970148403c09549019,596393970148403c09541001,596393970148403c09550001
596393970148403c09513140,596393970148403c09544003,596393970148403c09510140,596393970148403c09549020,596393970148403c09541001,596393970148403c09550001
596393970148403c09513141,596393970148403c09544003,596393970148403c09510141,596393970148403c09549021,596393970148403c09541001,596393970148403c09550001
596393970148403c09513142,596393970148403c09544003,596393970148403c09510142,596393970148403c09549022,596393970148403c09541001,596393970148403c09550001
596393970148403c09513143,596393970148403c09544003,596393970148403c09510143,596393970148403c09549023,596393970148403c09541001,596393970148403c09550001
596393970148403c09513144,596393970148403c09544003,596393970148403c09510144,596393970148403c09549024,596393970148403c09541001,596393970148403c09550001
596393970148403c09513145,596393970148403c09544004,596393970148403c09510145,596393970148403c09549025,596393970148403c09541001,596393970148403c09550001
596393970148403c09513146,596393970148403c09544004,596393970148403c09510146,596393970148403c09549026,596393970148403c09541001,596393970148403c09550001
596393970148403c09513147,596393970148403c09544004,596393970148403c09510147,596393970148403c09549027,596393970148403c09541001,596393970148403c09550001
596393970148403c09513148,596393970148403c09544004,596393970148403c09510148,596393970148403c09549028,596393970148403c09541001,596393970148403c09550001
596393970148403c09513149,596393970148403c09544004,596393970148403c09510149,596393970148403c09549029,596393970148403c09541001,596393970148403c09550001
596393970148403c09513150,596393970148403c09544004,596393970148403c09510150,596393970148403c09549030,596393970148403c09541001,596393970148403c09550001
596393970148403c09513151,596393970148403c09544004,596393970148403c09510151,596393970148403c09549031,596393970148403c09541001,596393970148403c09550001
596393970148403c09513152,596393970148403c09544004,596393970148403c09510152,596393970148403c09549032,596393970148403c09541001,596393970148403c09550001
596393970148403c09513153,596393970148403c09544004,596393970148403c09510153,596393970148403c09549025,596393970148403c09541001,596393970148403c09550001
596393970148403c09513154,596393970148403c09544004,596393970148403c09510154,596393970148403c09549026,596393970148403c09541001,596393970148403c09550001
596393970148403c09513155,596393970148403c09544004,596393970148403c09510155,596393970148403c09549027,596393970148403c09541001,596393970148403c09550001
596393970148403c09513156,596393970148403c09544004,596393970148403c09510156,596393970148403c09549028,596393970148403c09541001,596393970148403c09550001
596393970148403c09513157,596393970148403c09544004,596393970148403c09510157,596393970148403c09549029,596393970148403c09541001,596393970148403c09550001
596393970148403c09513158,596393970148403c09544004,596393970148403c09510158,596393970148403c09549030,596393970148403c09541001,596393970148403c09550001
596393970148403c09513159,596393970148403c09544004,596393970148403c09510159,596393970148403c09549031,596393970148403c09541001,596393970148403c09550001
596393970148403c09513160,596393970148403c09544004,596393970148403c09510160,596393970148403c09549032,596393970148403c09541001,596393970148403c09550001
596393970148403c09513161,596393970148403c09544004,596393970148403c09510161,596393970148403c09549025,596393970148403c09541001,596393970148403c09550001
596393970148403c09513162,596393970148403c09544004,596393970148403c09510162,596393970148403c09549026,596393970148403c09541001,596393970148403c09550001
596393970148403c09513163,596393970148403c09544004,596393970148403c09510163,596393970148403c09549027,596393970148403c09541001,596393970148403c09550001
596393970148403c09513164,596393970148403c09544004,596393970148403c09510164,596393970148403c09549028,596393970148403c09541001,596393970148403c09550001
596393970148403c09513165,596393970148403c09544004,596393970148403c09510165,596393970148403c09549029,596393970148403c09541001,596393970148403c09550001
596393970148403c09513166,596393970148403c09544004,596393970148403c09510166,596393970148403c09549030,596393970148403c09541001,596393970148403c09550001
596393970148403c09513167,596393970148403c09544004,596393970148403c09510167,596393970148403c09549031,596393970148403c09541001,596393970148403c09550001
596393970148403c09513168,596393970148403c09544004,596393970148403c09510168,596393970148403c09549032,596393970148403c09541001,596393970148403c09550001
596393970148403c09513169,596393970148403c09544004,596393970148403c09510169,596393970148403c09549025,596393970148403c09541001,596393970148403c09550001
596393970148403c09513170,596393970148403c09544004,596393970148403c09510170,596393970148403c09549026,596393970148403c09541001,596393970148403c09550001
596393970148403c09513171,596393970148403c09544004,596393970148403c09510171,596393970148403c09549027,596393970148403c09541001,596393970148403c09550001
596393970148403c09513172,596393970148403c09544004,596393970148403c09510172,596393970148403c09549028,596393970148403c09541001,596393970148403c09550001
596393970148403c09513173,596393970148403c09544004,596393970148403c09510173,596393970148403c09549029,596393970148403c09541001,596393970148403c09550001
596393970148403c09513174,596393970148403c09544004,596393970148403c09510174,596393970148403c09549030,596393970148403c09541001,596393970148403c09550001
596393970148403c09513175,596393970148403c09544004,596393970148403c09510175,596393970148403c09549031,596393970148403c09541001,596393970148403c09550001
596393970148403c09513176,596393970148403c09544004,596393970148403c09510176,596393970148403c09549032,596393970148403c09541001,596393970148403c09550001
596393970148403c09513177,596393970148403c09544004,596393970148403c09510177,596393970148403c09549025,596393970148403c09541001,596393970148403c09550001
596393970148403c09513178,596393970148403c09544004,596393970148403c09510178,596393970148403c09549026,596393970148403c09541001,596393970148403c09550001
596393970148403c09513179,596393970148403c09544004,596393970148403c09510179,596393970148403c09549027,596393970148403c09541001,596393970148403c09550001
596393970148403c09513180,596393970148403c09544004,596393970148403c09510180,596393970148403c09549028,596393970148403c09541001,596393970148403c09550001
596393970148403c09513181,596393970148403c09544004,596393970148403c09510181,596393970148403c09549029,596393970148403c09541001,596393970148403c09550001
596393970148403c09513182,596393970148403c09544004,596393970148403c09510182,596393970148403c09549030,596393970148403c09541001,596393970148403c09550001
596393970148403c09513183,596393970148403c09544004,596393970148403c09510183,596393970148403c09549031,596393970148403c09541001,596393970148403c09550001
596393970148403c09513184,596393970148403c09544004,596393970148403c09510184,596393970148403c09549032,596393970148403c09541001,596393970148403c09550001
596393970148403c09513185,596393970148403c09544004,596393970148403c09510185,596393970148403c09549025,596393970148403c09541001,596393970148403c09550001
596393970148403c09513186,596393970148403c09544004,596393970148403c09510186,596393970148403c09549026,596393970148403c09541001,596393970148403c09550001
596393970148403c09513187,596393970148403c09544004,596393970148403c09510187,596393970148403c09549027,596393970148403c09541001,596393970148403c09550001
596393970148403c09513188,596393970148403c09544004,596393970148403c09510188,596393970148403c09549028,596393970148403c09541001,596393970148403c09550001
596393970148403c09513189,596393970148403c09544004,596393970148403c09510189,596393970148403c09549029,596393970148403c09541001,596393970148403c09550001
596393970148403c09513190,596393970148403c09544004,596393970148403c09510190,596393970148403c09549030,596393970148403c09541001,596393970148403c09550001
596393970148403c09513191,596393970148403c09544004,596393970148403c09510191,596393970148403c09549031,596393970148403c09541001,596393970148403c09550001
596393970148403c09513192,596393970148403c09544004,596393970148403c09510192,596393970148403c09549032,596393970148403c09541001,596393970148403c09550001
596393970148403c09513193,596393970148403c09544005,596393970148403c09510193,596393970148403c09549033,596393970148403c09541001,596393970148403c09550001
596393970148403c09513194,596393970148403c09544005,596393970148403c09510194,596393970148403c09549034,596393970148403c09541001,596393970148403c09550001
596393970148403c09513195,596393970148403c09544005,596393970148403c09510195,596393970148403c09549035,596393970148403c09541001,596393970148403c09550001
596393970148403c09513196,596393970148403c09544005,596393970148403c09510196,596393970148403c09549036,596393970148403c09541001,596393970148403c09550001
596393970148403c09513197,596393970148403c09544005,596393970148403c09510197,596393970148403c09549037,596393970148403c09541001,596393970148403c09550001
596393970148403c09513198,596393970148403c09544005,596393970148403c09510198,596393970148403c09549038,596393970148403c09541001,596393970148403c09550001
596393970148403c09513199,596393970148403c09544005,596393970148403c09510199,596393970148403c09549039,596393970148403c09541001,596393970148403c09550001
596393970148403c09513200,596393970148403c09544005,596393970148403c09510200,596393970148403c09549040,596393970148403c09541001,596393970148403c09550001
596393970148403c09513201,596393970148403c09544005,596393970148403c09510201,596393970148403c09549033,596393970148403c09541001,596393970148403c09550001
596393970148403c09513202,596393970148403c09544005,596393970148403c09510202,596393970148403c09549034,596393970148403c09541001,596393970148403c09550001
596393970148403c09513203,596393970148403c09544005,596393970148403c09510203,596393970148403c09549035,596393970148403c09541001,596393970148403c09550001
596393970148403c09513204,596393970148403c09544005,596393970148403c09510204,596393970148403c09549036,596393970148403c09541001,596393970148403c09550001
596393970148403c09513205,596393970148403c09544005,596393970148403c09510205,596393970148403c09549037,596393970148403c09541001,596393970148403c09550001
596393970148403c09513206,596393970148403c09544005,596393970148403c09510206,596393970148403c09549038,596393970148403c09541001,596393970148403c09550001
596393970148403c09513207,596393970148403c09544005,596393970148403c09510207,596393970148403c09549039,596393970148403c09541001,596393970148403c09550001
596393970148403c09513208,596393970148403c09544005,596393970148403c09510208,596393970148403c09549040,596393970148403c09541001,596393970148403c09550001
596393970148403c09513209,596393970148403c09544005,596393970148403c09510209,596393970148403c09549033,596393970148403c09541001,596393970148403c09550001
596393970148403c09513210,596393970148403c09544005,596393970148403c09510210,596393970148403c09549034,596393970148403c09541001,596393970148403c09550001
596393970148403c09513211,596393970148403c09544005,596393970148403c09510211,596393970148403c09549035,596393970148403c09541001,596393970148403c09550001
596393970148403c09513212,596393970148403c09544005,596393970148403c09510212,596393970148403c09549036,596393970148403c09541001,596393970148403c09550001
596393970148403c09513213,596393970148403c09544005,596393970148403c09510213,596393970148403c09549037,596393970148403c09541001,596393970148403c09550001
596393970148403c09513214,596393970148403c09544005,596393970148403c09510214,596393970148403c09549038,596393970148403c09541001,596393970148403c09550001
596393970148403c09513215,596393970148403c09544005,596393970148403c09510215,596393970148403c09549039,596393970148403c09541001,596393970148403c09550001
596393970148403c09513216,596393970148403c09544005,596393970148403c09510216,596393970148403c09549040,596393970148403c09541001,596393970148403c09550001
596393970148403c09513217,596393970148403c09544005,596393970148403c09510217,596393970148403c09549033,596393970148403c09541001,596393970148403c09550001
596393970148403c09513218,596393970148403c09544005,596393970148403c09510218,596393970148403c09549034,596393970148403c09541001,596393970148403c09550001
596393970148403c09513219,596393970148403c09544005,596393970148403c09510219,596393970148403c09549035,596393970148403c09541001,596393970148403c09550001
596393970148403c09513220,596393970148403c09544005,596393970148403c09510220,596393970148403c09549036,596393970148403c09541001,596393970148403c09550001
596393970148403c09513221,596393970148403c09544005,596393970148403c09510221,596393970148403c09549037,596393970148403c09541001,596393970148403c09550001
596393970148403c09513222,596393970148403c09544005,596393970148403c09510222,596393970148403c09549038,596393970148403c09541001,596393970148403c09550001
596393970148403c09513223,596393970148403c09544005,596393970148403c09510223,596393970148403c09549039,596393970148403c09541001,596393970148403c09550001
596393970148403c09513224,596393970148403c09544005,596393970148403c09510224,596393970148403c09549040,596393970148403c09541001,596393970148403c09550001
596393970148403c09513225,596393970148403c09544005,596393970148403c09510225,596393970148403c09549033,596393970148403c09541001,596393970148403c09550001
596393970148403c09513226,596393970148403c09544005,596393970148403c09510226,596393970148403c09549034,596393970148403c09541001,596393970148403c09550001
596393970148403c09513227,596393970148403c09544005,596393970148403c09510227,596393970148403c09549035,596393970148403c09541001,596393970148403c09550001
596393970148403c09513228,596393970148403c09544005,596393970148403c09510228,596393970148403c09549036,596393970148403c09541001,596393970148403c09550001
596393970148403c09513229,596393970148403c09544005,596393970148403c09510229,596393970148403c09549037,596393970148403c09541001,596393970148403c09550001
596393970148403c09513230,596393970148403c09544005,596393970148403c09510230,596393970148403c09549038,596393970148403c09541001,596393970148403c09550001
596393970148403c09513231,596393970148403c09544005,596393970148403c09510231,596393970148403c09549039,596393970148403c09541001,596393970148403c09550001
596393970148403c09513232,596393970148403c09544005,596393970148403c09510232,596393970148403c09549040,596393970148403c09541001,596393970148403c09550001
